"inputs[""Boronate in Solvent""].components[0].identifiers[0].value","inputs[""Boronate in Solvent""].components[1].identifiers[0].value","inputs[""Ligand in Solvent""].components[0].identifiers[0].value","inputs[""Ligand in Solvent""].components[0].amount.moles.value","inputs[""Ligand in Solvent""].components[0].amount.moles.units","inputs[""Ligand in Solvent""].components[0].reaction_role","inputs[""Ligand in Solvent""].components[1].identifiers[0].type","inputs[""Ligand in Solvent""].components[1].identifiers[0].value","inputs[""Ligand in Solvent""].components[1].amount.volume.value","inputs[""Ligand in Solvent""].components[1].amount.volume.units","inputs[""Ligand in Solvent""].components[1].amount.volume_includes_solutes","inputs[""Ligand in Solvent""].components[1].reaction_role","inputs[""Aryl Halide""].components[0].identifiers[0].value","inputs[""Solvent_1""].components[0].identifiers[0].value","inputs[""Base in Solvent""].components[0].identifiers[0].value","inputs[""Base in Solvent""].components[0].amount.moles.value","inputs[""Base in Solvent""].components[0].amount.moles.units","inputs[""Base in Solvent""].components[0].reaction_role","inputs[""Base in Solvent""].components[1].identifiers[0].type","inputs[""Base in Solvent""].components[1].identifiers[0].value","inputs[""Base in Solvent""].components[1].amount.volume.value","inputs[""Base in Solvent""].components[1].amount.volume.units","inputs[""Base in Solvent""].components[1].reaction_role",outcomes[0].products[0].measurements[0].percentage.value,provenance.record_modified[1].time.value,reaction_id,"inputs[""Ligand in Solvent""].components[0].amount.volume.value","inputs[""Ligand in Solvent""].components[0].amount.volume.units","inputs[""Ligand in Solvent""].components[0].amount.volume_includes_solutes","inputs[""Base in Solvent""].components[0].amount.volume.value","inputs[""Base in Solvent""].components[0].amount.volume.units"
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.241652,ord-28f03264dd1b4392ba23c77d536bc50c,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,35.099998474121094,2021-03-04 13:56:43.247872,ord-14ab3e528baf4397a954cb0da705975f,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,40.689998626708984,2021-03-04 13:56:43.254075,ord-dd861c8942d24b35bf3ad30ae69d9fd5,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.260282,ord-36519aa5ac0b49fd88a8de58a1458428,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,35.220001220703125,2021-03-04 13:56:43.266956,ord-504a26417c9546cd8952b264cea76711,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.273073,ord-159c4e90c29e43c5ab0b988068f6b2b1,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,41.41999816894531,2021-03-04 13:56:43.279230,ord-c029d3c436864b9db0fde64f6f109024,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,23.770000457763672,2021-03-04 13:56:43.285374,ord-ecf6f8215f4c415c923e48c10604cf7c,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,17.979999542236328,2021-03-04 13:56:43.291497,ord-ff5bd3748d68465e8d0cefd83d72d06d,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],Cc1ccccc1,,,SOLVENT,,,,,,,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[Li+].CC(C)(C)[O-],1.0,MICROMOLE,REAGENT,SMILES,CCCCCC,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.297370,ord-6f7dd9f63a7e409885fcf7e6c537cd0c,1.0,MICROLITER,True,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.303599,ord-03e145ef2c6447989eea4aeaae63f6c3,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],c1ccc(cc1)P(c2ccccc2)c3ccccc3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,65.69000244140625,2021-03-04 13:56:43.309862,ord-59be99c88e304f96882262925a44ead7,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,60.5,2021-03-04 13:56:43.316375,ord-170ccc6ecff045d089265316806f12c5,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,26.65999984741211,2021-03-04 13:56:43.322614,ord-84c7e8c5922d4b168edaad40182d066b,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,36.91999816894531,2021-03-04 13:56:43.329094,ord-fac4baf3e2874a6e8dc5cf524922cb61,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.335811,ord-d0583ea2699843628986b31d8e785de0,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,21.299999237060547,2021-03-04 13:56:43.341983,ord-60502cb8527948db92561ba9dacde209,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,50.18000030517578,2021-03-04 13:56:43.348084,ord-1c3ff9f65d3d4c3183f5e883e3d3a793,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,42.18000030517578,2021-03-04 13:56:43.354230,ord-a6350ba5835e42818a4b0f17d94beee4,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,49.119998931884766,2021-03-04 13:56:43.360356,ord-01e2ebb6c281452596562f368fe08304,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.366823,ord-f524588a23dd4ae5bbaa0e3fe40ddae2,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],Cc1ccccc1,,,SOLVENT,,,,,,,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,C(=O)(O)[O-].[Na+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,22.93000030517578,2021-03-04 13:56:43.372715,ord-161712db125f452db95eef6b73baee25,1.0,MICROLITER,True,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,38.900001525878906,2021-03-04 13:56:43.378809,ord-5e238735de094dc5baba35bdf2b24c0a,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],c1ccc(cc1)P(c2ccccc2)c3ccccc3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,35.790000915527344,2021-03-04 13:56:43.384904,ord-329ef3a752a44871ba37d8e54026575b,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,35.7400016784668,2021-03-04 13:56:43.391438,ord-9332baf211cf48ee9a1d69a3b464ba36,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,17.559999465942383,2021-03-04 13:56:43.397960,ord-93601003fd3744ae91c07ddf165d8bfa,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.404835,ord-a96ca5acbfb64976a3ebcdeaec6f3e7f,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,32.04999923706055,2021-03-04 13:56:43.411012,ord-1f094148e1174957bb5d9c66faacd78e,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,19.25,2021-03-04 13:56:43.419152,ord-ffa95425871447c090c3292585aaefc0,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.428247,ord-43da5bc653d4496c9a31264c7fad50ec,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,24.670000076293945,2021-03-04 13:56:43.435628,ord-99e24138a9a9459a830add4e9deaf6b0,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,27.8700008392334,2021-03-04 13:56:43.443287,ord-e9ceae683e6447668b7edb62897cdab2,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC1(c2cccc(c2Oc3c1cccc3P(c4ccccc4)c5ccccc5)P(c6ccccc6)c7ccccc7)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.450305,ord-9bf4bab09fa54314af586a66539fd949,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],Cc1ccccc1,,,SOLVENT,,,,,,,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,CCN(CC)CC,1.0,MICROMOLE,REAGENT,SMILES,C1CCOC1,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.457389,ord-865de916739d4a2bbd0160b6c2b0ae06,1.0,MICROLITER,True,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P(C(C)(C)C)C(C)(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,25.709999084472656,2021-03-04 13:56:43.466349,ord-f6778c55259440e3b2b60675a37d5afe,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],c1ccc(cc1)P(c2ccccc2)c3ccccc3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,36.75,2021-03-04 13:56:43.474880,ord-59f167b2ce29408291899f693b9246b2,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,44.52000045776367,2021-03-04 13:56:43.482138,ord-84f0fa0c8d694aff859d845600e162d4,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,0.0,2021-03-04 13:56:43.489267,ord-bc64a775ff5d41b785305b1b8f6a2877,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],Cc1ccccc1P(c2ccccc2C)c3ccccc3C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,26.790000915527344,2021-03-04 13:56:43.496485,ord-210539a9599545ccafee0a6ab494e1c5,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CCCCP([C@@]12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)[C@@]45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,36.7400016784668,2021-03-04 13:56:43.503914,ord-ac00ea17cf85487d944cbde6b29773db,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,28.670000076293945,2021-03-04 13:56:43.511173,ord-a8731468e3cf4cbd8408c875bde2f0bc,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.[Fe],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,42.810001373291016,2021-03-04 13:56:43.518225,ord-b9da2ead50dd4becae20e2742329b8cc,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],CC(C)c1cc(c(c(c1)C(C)C)c2ccccc2P(C3CCCCC3)C4CCCCC4)C(C)C,0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,15.199999809265137,2021-03-04 13:56:43.525638,ord-6afcc0f7f595485da14d3965837e1b9e,,,,,
OB(C1=CC=C2N=CC=CC2=C1)O.[H]Cl,[H]O[H],c1ccc(cc1)P([c-]2cccc2)c3ccccc3.c1ccc(cc1)P([c-]2cccc2)c3ccccc3.[Fe+2],0.05000000074505806,MICROMOLE,CATALYST,SMILES,Cc1ccccc1,1.0,MICROLITER,True,SOLVENT,BrC1=C(C)C=CC2=C1C=NN2C3CCCCO3,C1CCOC1,[F-].[Cs+],1.0,MICROMOLE,REAGENT,SMILES,O,1.0,MICROLITER,SOLVENT,37.130001068115234,2021-03-04 13:56:43.534205,ord-20652aee0dc14264901429f4f104278a,,,,,
