ReactionID,Aryl Halide,Boronate,Ligand,Base,Solvent,Yield
4290,R1_Cl,R2_BF3K,P(o-Tol)3,Et3N,MeCN,13.52999973
4291,R1_Cl,R2_BF3K,cataCXium A,Et3N,MeCN,14.39000034
4292,R1_Cl,R2_BF3K,SPhos,Et3N,MeCN,12.68000031
4293,R1_Cl,R2_BF3K,dtbpf,Et3N,MeCN,17.21999931
4294,R1_Cl,R2_BF3K,XPhos,Et3N,MeCN,14.31000042
4295,R1_Cl,R2_BF3K,dppf,Et3N,MeCN,23.56999969
4296,R1_Cl,R2_BF3K,Xantphos,Et3N,MeCN,17.77000046
4297,R1_Cl,R2_BF3K,Tol,CsF,MeCN,16.80999947
4298,R1_Cl,R2_BF3K,P(tBu)3,CsF,MeCN,14.68000031
4299,R1_Cl,R2_BF3K,P(Cy)3,CsF,MeCN,16.79000092
4300,R1_Cl,R2_BF3K,AmPhos,CsF,MeCN,15.82999992
4301,R1_Cl,R2_BF3K,PPh3,CsF,MeCN,16.63999939
4302,R1_Cl,R2_BF3K,P(o-Tol)3,CsF,MeCN,14.65999985
4303,R1_Cl,R2_BF3K,cataCXium A,CsF,MeCN,13.85000038
4304,R1_Cl,R2_BF3K,SPhos,CsF,MeCN,14.77999973
4305,R1_Cl,R2_BF3K,dtbpf,CsF,MeCN,16.17000008
4306,R1_Cl,R2_BF3K,XPhos,CsF,MeCN,15.61999989
4307,R1_Cl,R2_BF3K,dppf,CsF,MeCN,26.96999931
4308,R1_Cl,R2_BF3K,Xantphos,CsF,MeCN,15.89000034
4309,R1_Cl,R2_BF3K,Tol,K3PO4,MeCN,14.56999969
4310,R1_Cl,R2_BF3K,P(tBu)3,K3PO4,MeCN,13.75
4311,R1_Cl,R2_BF3K,P(Cy)3,K3PO4,MeCN,16.46999931
4312,R1_Cl,R2_BF3K,AmPhos,K3PO4,MeCN,14.35000038
4313,R1_Cl,R2_BF3K,PPh3,K3PO4,MeCN,19.04000092
4314,R1_Cl,R2_BF3K,P(o-Tol)3,K3PO4,MeCN,14.5
4315,R1_Cl,R2_BF3K,cataCXium A,K3PO4,MeCN,14.5
4316,R1_Cl,R2_BF3K,SPhos,K3PO4,MeCN,15.64000034
4317,R1_Cl,R2_BF3K,dtbpf,K3PO4,MeCN,18.5
4318,R1_Cl,R2_BF3K,XPhos,K3PO4,MeCN,16.17000008
4319,R1_Cl,R2_BF3K,dppf,K3PO4,MeCN,24.57999992
4320,R1_Cl,R2_BF3K,Xantphos,K3PO4,MeCN,17.71999931
4321,R1_Cl,R2_BF3K,Tol,None,THF,21.89999962
4322,R1_Cl,R2_BF3K,P(tBu)3,None,THF,15
4323,R1_Cl,R2_BF3K,P(Cy)3,None,THF,23.92000008
4324,R1_Cl,R2_BF3K,AmPhos,None,THF,16.40999985
4325,R1_Cl,R2_BF3K,PPh3,None,THF,18.71999931
4326,R1_Cl,R2_BF3K,P(o-Tol)3,None,THF,17.59000015
4327,R1_Cl,R2_BF3K,cataCXium A,None,THF,30.04999924
4328,R1_Cl,R2_BF3K,SPhos,None,THF,17.76000023
4329,R1_Cl,R2_BF3K,dtbpf,None,THF,22.32999992
4330,R1_Cl,R2_BF3K,XPhos,None,THF,20.28000069
4331,R1_Cl,R2_BF3K,dppf,None,THF,33.40000153
4332,R1_Cl,R2_BF3K,Xantphos,None,THF,18.69000053
4333,R1_Cl,R2_BF3K,Tol,NaOH,THF,21.14999962
4334,R1_Cl,R2_BF3K,P(tBu)3,NaOH,THF,13.23999977
4335,R1_Cl,R2_BF3K,P(Cy)3,NaOH,THF,24.25
4336,R1_Cl,R2_BF3K,AmPhos,NaOH,THF,18.06999969
4337,R1_Cl,R2_BF3K,PPh3,NaOH,THF,23.95000076
4338,R1_Cl,R2_BF3K,P(o-Tol)3,NaOH,THF,17.45999908
4339,R1_Cl,R2_BF3K,cataCXium A,NaOH,THF,20.28000069
4340,R1_Cl,R2_BF3K,SPhos,NaOH,THF,17.38999939
4341,R1_Cl,R2_BF3K,dtbpf,NaOH,THF,22.20000076
4342,R1_Cl,R2_BF3K,XPhos,NaOH,THF,15.89999962
4343,R1_Cl,R2_BF3K,dppf,NaOH,THF,21.61000061
4344,R1_Cl,R2_BF3K,Xantphos,NaOH,THF,20.79000092
4345,R1_Cl,R2_BF3K,Tol,KOH,THF,18.30999947
4346,R1_Cl,R2_BF3K,P(tBu)3,KOH,THF,15.36999989
4347,R1_Cl,R2_BF3K,P(Cy)3,KOH,THF,20.72999954
4348,R1_Cl,R2_BF3K,AmPhos,KOH,THF,16.13999939
4349,R1_Cl,R2_BF3K,PPh3,KOH,THF,21.07999992
4350,R1_Cl,R2_BF3K,P(o-Tol)3,KOH,THF,16.31999969
4351,R1_Cl,R2_BF3K,cataCXium A,KOH,THF,21.37000084
4352,R1_Cl,R2_BF3K,SPhos,KOH,THF,15.13000011
4353,R1_Cl,R2_BF3K,dtbpf,KOH,THF,21.60000038
4354,R1_Cl,R2_BF3K,XPhos,KOH,THF,17.39999962
4355,R1_Cl,R2_BF3K,dppf,KOH,THF,24.5
4356,R1_Cl,R2_BF3K,Xantphos,KOH,THF,18.82999992
4357,R1_Cl,R2_BF3K,Tol,LiOtBu,THF,17.20999908
4358,R1_Cl,R2_BF3K,P(tBu)3,LiOtBu,THF,14.72999954
4359,R1_Cl,R2_BF3K,P(Cy)3,LiOtBu,THF,17.56999969
4360,R1_Cl,R2_BF3K,AmPhos,LiOtBu,THF,15.23999977
4361,R1_Cl,R2_BF3K,PPh3,LiOtBu,THF,18.64999962
4362,R1_Cl,R2_BF3K,P(o-Tol)3,LiOtBu,THF,18.25
4363,R1_Cl,R2_BF3K,cataCXium A,LiOtBu,THF,17.98999977
4364,R1_Cl,R2_BF3K,SPhos,LiOtBu,THF,15.93000031
4365,R1_Cl,R2_BF3K,dtbpf,LiOtBu,THF,19.70999908
4366,R1_Cl,R2_BF3K,XPhos,LiOtBu,THF,15.93999958
4367,R1_Cl,R2_BF3K,dppf,LiOtBu,THF,19.79000092
4368,R1_Cl,R2_BF3K,Xantphos,LiOtBu,THF,15.56999969
4369,R1_Cl,R2_BF3K,Tol,NaHCO3,THF,18.77000046
4370,R1_Cl,R2_BF3K,P(tBu)3,NaHCO3,THF,15.38000011
4371,R1_Cl,R2_BF3K,P(Cy)3,NaHCO3,THF,21.30999947
4372,R1_Cl,R2_BF3K,AmPhos,NaHCO3,THF,14.96000004
4373,R1_Cl,R2_BF3K,PPh3,NaHCO3,THF,20.81999969
4374,R1_Cl,R2_BF3K,P(o-Tol)3,NaHCO3,THF,17.06999969
4375,R1_Cl,R2_BF3K,cataCXium A,NaHCO3,THF,18
4376,R1_Cl,R2_BF3K,SPhos,NaHCO3,THF,15.81999969
4377,R1_Cl,R2_BF3K,dtbpf,NaHCO3,THF,23.61000061
4378,R1_Cl,R2_BF3K,XPhos,NaHCO3,THF,17.55999947
4379,R1_Cl,R2_BF3K,dppf,NaHCO3,THF,23.13999939
4380,R1_Cl,R2_BF3K,Xantphos,NaHCO3,THF,15.78999996
4381,R1_Cl,R2_BF3K,Tol,Et3N,THF,14.92000008
4382,R1_Cl,R2_BF3K,P(tBu)3,Et3N,THF,13.10999966
4383,R1_Cl,R2_BF3K,P(Cy)3,Et3N,THF,17.10000038
4384,R1_Cl,R2_BF3K,AmPhos,Et3N,THF,15.47000027
4385,R1_Cl,R2_BF3K,PPh3,Et3N,THF,16.79999924
4386,R1_Cl,R2_BF3K,P(o-Tol)3,Et3N,THF,15.11999989
4387,R1_Cl,R2_BF3K,cataCXium A,Et3N,THF,23.62000084
4388,R1_Cl,R2_BF3K,SPhos,Et3N,THF,15.90999985
4389,R1_Cl,R2_BF3K,dtbpf,Et3N,THF,22.12999916
4390,R1_Cl,R2_BF3K,XPhos,Et3N,THF,18.71999931
4391,R1_Cl,R2_BF3K,dppf,Et3N,THF,26.71999931
4392,R1_Cl,R2_BF3K,Xantphos,Et3N,THF,16.81999969
4393,R1_Cl,R2_BF3K,Tol,CsF,THF,22.32999992
4394,R1_Cl,R2_BF3K,P(tBu)3,CsF,THF,17.87999916
4395,R1_Cl,R2_BF3K,P(Cy)3,CsF,THF,24.54999924
4396,R1_Cl,R2_BF3K,AmPhos,CsF,THF,17.40999985
4397,R1_Cl,R2_BF3K,PPh3,CsF,THF,22.84000015
4398,R1_Cl,R2_BF3K,P(o-Tol)3,CsF,THF,16.98999977
4399,R1_Cl,R2_BF3K,cataCXium A,CsF,THF,27.27000046
4400,R1_Cl,R2_BF3K,SPhos,CsF,THF,19.80999947
4401,R1_Cl,R2_BF3K,dtbpf,CsF,THF,25.37000084
4402,R1_Cl,R2_BF3K,XPhos,CsF,THF,23.54999924
4403,R1_Cl,R2_BF3K,dppf,CsF,THF,29.94000053
4404,R1_Cl,R2_BF3K,Xantphos,CsF,THF,19.62999916
4405,R1_Cl,R2_BF3K,Tol,K3PO4,THF,22.63999939
4406,R1_Cl,R2_BF3K,P(tBu)3,K3PO4,THF,18.18000031
4407,R1_Cl,R2_BF3K,P(Cy)3,K3PO4,THF,25.48999977
4408,R1_Cl,R2_BF3K,AmPhos,K3PO4,THF,20.48999977
4409,R1_Cl,R2_BF3K,PPh3,K3PO4,THF,25.25
4410,R1_Cl,R2_BF3K,P(o-Tol)3,K3PO4,THF,20.02000046
4411,R1_Cl,R2_BF3K,cataCXium A,K3PO4,THF,27.52000046
4412,R1_Cl,R2_BF3K,SPhos,K3PO4,THF,23.94000053
4413,R1_Cl,R2_BF3K,dtbpf,K3PO4,THF,27.56999969
4414,R1_Cl,R2_BF3K,XPhos,K3PO4,THF,23.21999931
4415,R1_Cl,R2_BF3K,dppf,K3PO4,THF,31.01000023
4416,R1_Cl,R2_BF3K,Xantphos,K3PO4,THF,20.06999969
4417,R1_Cl,R2_BF3K,Tol,None,DMF,18.47999954
4418,R1_Cl,R2_BF3K,P(tBu)3,None,DMF,16.06999969
4419,R1_Cl,R2_BF3K,P(Cy)3,None,DMF,18.37999916
4420,R1_Cl,R2_BF3K,AmPhos,None,DMF,15.56999969
4421,R1_Cl,R2_BF3K,PPh3,None,DMF,18.47999954
4422,R1_Cl,R2_BF3K,P(o-Tol)3,None,DMF,14.47999954
4423,R1_Cl,R2_BF3K,cataCXium A,None,DMF,18.57999992
4424,R1_Cl,R2_BF3K,SPhos,None,DMF,15.35000038
4425,R1_Cl,R2_BF3K,dtbpf,None,DMF,21.29999924
4426,R1_Cl,R2_BF3K,XPhos,None,DMF,19.20000076
4427,R1_Cl,R2_BF3K,dppf,None,DMF,22.60000038
4428,R1_Cl,R2_BF3K,Xantphos,None,DMF,16.90999985
4429,R1_Cl,R2_BF3K,Tol,NaOH,DMF,17.55999947
4430,R1_Cl,R2_BF3K,P(tBu)3,NaOH,DMF,15.72000027
4431,R1_Cl,R2_BF3K,P(Cy)3,NaOH,DMF,22.65999985
4432,R1_Cl,R2_BF3K,AmPhos,NaOH,DMF,15.30000019
4433,R1_Cl,R2_BF3K,PPh3,NaOH,DMF,18.46999931
4434,R1_Cl,R2_BF3K,P(o-Tol)3,NaOH,DMF,15.05000019
4435,R1_Cl,R2_BF3K,cataCXium A,NaOH,DMF,17.22999954
4436,R1_Cl,R2_BF3K,SPhos,NaOH,DMF,17.26000023
4437,R1_Cl,R2_BF3K,dtbpf,NaOH,DMF,22.5
4438,R1_Cl,R2_BF3K,XPhos,NaOH,DMF,16.94000053
4439,R1_Cl,R2_BF3K,dppf,NaOH,DMF,20.34000015
4440,R1_Cl,R2_BF3K,Xantphos,NaOH,DMF,18.04999924
4441,R1_Cl,R2_BF3K,Tol,KOH,DMF,18.63999939
4442,R1_Cl,R2_BF3K,P(tBu)3,KOH,DMF,15.77999973
4443,R1_Cl,R2_BF3K,P(Cy)3,KOH,DMF,18.87000084
4444,R1_Cl,R2_BF3K,AmPhos,KOH,DMF,16.45999908
4445,R1_Cl,R2_BF3K,PPh3,KOH,DMF,18.39999962
4446,R1_Cl,R2_BF3K,P(o-Tol)3,KOH,DMF,14.86999989
4447,R1_Cl,R2_BF3K,cataCXium A,KOH,DMF,21.69000053
4448,R1_Cl,R2_BF3K,SPhos,KOH,DMF,15.27000046
4449,R1_Cl,R2_BF3K,dtbpf,KOH,DMF,21.87000084
4450,R1_Cl,R2_BF3K,XPhos,KOH,DMF,17.06999969
4451,R1_Cl,R2_BF3K,dppf,KOH,DMF,21.19000053
4452,R1_Cl,R2_BF3K,Xantphos,KOH,DMF,18.26000023
4453,R1_Cl,R2_BF3K,Tol,LiOtBu,DMF,50.93000031
4454,R1_Cl,R2_BF3K,P(tBu)3,LiOtBu,DMF,16.44000053
4455,R1_Cl,R2_BF3K,P(Cy)3,LiOtBu,DMF,18.55999947
4456,R1_Cl,R2_BF3K,AmPhos,LiOtBu,DMF,14
4457,R1_Cl,R2_BF3K,PPh3,LiOtBu,DMF,20.04999924
4458,R1_Cl,R2_BF3K,P(o-Tol)3,LiOtBu,DMF,16.20999908
4459,R1_Cl,R2_BF3K,cataCXium A,LiOtBu,DMF,16.67000008
4460,R1_Cl,R2_BF3K,SPhos,LiOtBu,DMF,16.38999939
4461,R1_Cl,R2_BF3K,dtbpf,LiOtBu,DMF,21.37000084
4462,R1_Cl,R2_BF3K,XPhos,LiOtBu,DMF,16.01000023
4463,R1_Cl,R2_BF3K,dppf,LiOtBu,DMF,20.52000046
4464,R1_Cl,R2_BF3K,Xantphos,LiOtBu,DMF,17.95999908
4465,R1_Cl,R2_BF3K,Tol,NaHCO3,DMF,19.59000015
4466,R1_Cl,R2_BF3K,P(tBu)3,NaHCO3,DMF,16.18000031
4467,R1_Cl,R2_BF3K,P(Cy)3,NaHCO3,DMF,20.35000038
4468,R1_Cl,R2_BF3K,AmPhos,NaHCO3,DMF,14.89999962
4469,R1_Cl,R2_BF3K,PPh3,NaHCO3,DMF,16.95999908
4470,R1_Cl,R2_BF3K,P(o-Tol)3,NaHCO3,DMF,15.57999992
4471,R1_Cl,R2_BF3K,cataCXium A,NaHCO3,DMF,18.96999931
4472,R1_Cl,R2_BF3K,SPhos,NaHCO3,DMF,17.12999916
4473,R1_Cl,R2_BF3K,dtbpf,NaHCO3,DMF,21.12999916
4474,R1_Cl,R2_BF3K,XPhos,NaHCO3,DMF,17.20999908
4475,R1_Cl,R2_BF3K,dppf,NaHCO3,DMF,24.62999916
4476,R1_Cl,R2_BF3K,Xantphos,NaHCO3,DMF,21.12999916
4477,R1_Cl,R2_BF3K,Tol,Et3N,DMF,17.77000046
4478,R1_Cl,R2_BF3K,P(tBu)3,Et3N,DMF,17.96999931
4479,R1_Cl,R2_BF3K,P(Cy)3,Et3N,DMF,18.62999916
4480,R1_Cl,R2_BF3K,AmPhos,Et3N,DMF,17.25
4481,R1_Cl,R2_BF3K,PPh3,Et3N,DMF,15.67000008
4482,R1_Cl,R2_BF3K,P(o-Tol)3,Et3N,DMF,20.32999992
4483,R1_Cl,R2_BF3K,cataCXium A,Et3N,DMF,23.82999992
4484,R1_Cl,R2_BF3K,SPhos,Et3N,DMF,20.54999924
4485,R1_Cl,R2_BF3K,dtbpf,Et3N,DMF,23.52000046
4486,R1_Cl,R2_BF3K,XPhos,Et3N,DMF,21.73999977
4487,R1_Cl,R2_BF3K,dppf,Et3N,DMF,34.00999832
4488,R1_Cl,R2_BF3K,Xantphos,Et3N,DMF,18.22999954
4489,R1_Cl,R2_BF3K,Tol,CsF,DMF,25.82999992
4490,R1_Cl,R2_BF3K,P(tBu)3,CsF,DMF,16.37999916
4491,R1_Cl,R2_BF3K,P(Cy)3,CsF,DMF,24.47999954
4492,R1_Cl,R2_BF3K,AmPhos,CsF,DMF,15.64999962
4493,R1_Cl,R2_BF3K,PPh3,CsF,DMF,15.07999992
4494,R1_Cl,R2_BF3K,P(o-Tol)3,CsF,DMF,17.55999947
4495,R1_Cl,R2_BF3K,cataCXium A,CsF,DMF,17.62999916
4496,R1_Cl,R2_BF3K,SPhos,CsF,DMF,20.90999985
4497,R1_Cl,R2_BF3K,dtbpf,CsF,DMF,29.84000015
4498,R1_Cl,R2_BF3K,XPhos,CsF,DMF,20.82999992
4499,R1_Cl,R2_BF3K,dppf,CsF,DMF,35.22999954
4500,R1_Cl,R2_BF3K,Xantphos,CsF,DMF,18.09000015
4501,R1_Cl,R2_BF3K,Tol,K3PO4,DMF,24.53000069
4502,R1_Cl,R2_BF3K,P(tBu)3,K3PO4,DMF,16.59000015
4503,R1_Cl,R2_BF3K,P(Cy)3,K3PO4,DMF,18.57999992
4504,R1_Cl,R2_BF3K,AmPhos,K3PO4,DMF,18.45000076
4505,R1_Cl,R2_BF3K,PPh3,K3PO4,DMF,19.87000084
4506,R1_Cl,R2_BF3K,P(o-Tol)3,K3PO4,DMF,24.19000053
4507,R1_Cl,R2_BF3K,cataCXium A,K3PO4,DMF,20.29999924
4508,R1_Cl,R2_BF3K,SPhos,K3PO4,DMF,19.59000015
4509,R1_Cl,R2_BF3K,dtbpf,K3PO4,DMF,21.94000053
4510,R1_Cl,R2_BF3K,XPhos,K3PO4,DMF,17.95999908
4511,R1_Cl,R2_BF3K,dppf,K3PO4,DMF,24.20000076
4512,R1_Cl,R2_BF3K,Xantphos,K3PO4,DMF,16.5
4513,R1_Cl,R2_BF3K,Tol,None,MeOH,17.89999962
4514,R1_Cl,R2_BF3K,P(tBu)3,None,MeOH,20.80999947
4515,R1_Cl,R2_BF3K,P(Cy)3,None,MeOH,19.75
4516,R1_Cl,R2_BF3K,AmPhos,None,MeOH,18.20999908
4517,R1_Cl,R2_BF3K,PPh3,None,MeOH,15.89999962
4518,R1_Cl,R2_BF3K,P(o-Tol)3,None,MeOH,16.42000008
4519,R1_Cl,R2_BF3K,cataCXium A,None,MeOH,24.69000053
4520,R1_Cl,R2_BF3K,SPhos,None,MeOH,20.72999954
4521,R1_Cl,R2_BF3K,dtbpf,None,MeOH,19.31999969
4522,R1_Cl,R2_BF3K,XPhos,None,MeOH,22.67000008
4523,R1_Cl,R2_BF3K,dppf,None,MeOH,20.28000069
4524,R1_Cl,R2_BF3K,Xantphos,None,MeOH,19.98999977
4525,R1_Cl,R2_BF3K,Tol,NaOH,MeOH,23.13999939
4526,R1_Cl,R2_BF3K,P(tBu)3,NaOH,MeOH,24.93000031
4527,R1_Cl,R2_BF3K,P(Cy)3,NaOH,MeOH,18.71999931
4528,R1_Cl,R2_BF3K,AmPhos,NaOH,MeOH,18.14999962
4529,R1_Cl,R2_BF3K,PPh3,NaOH,MeOH,19.90999985
4530,R1_Cl,R2_BF3K,P(o-Tol)3,NaOH,MeOH,18.29999924
4531,R1_Cl,R2_BF3K,cataCXium A,NaOH,MeOH,21.38999939
4532,R1_Cl,R2_BF3K,SPhos,NaOH,MeOH,49.99000168
4533,R1_Cl,R2_BF3K,dtbpf,NaOH,MeOH,28.06999969
4534,R1_Cl,R2_BF3K,XPhos,NaOH,MeOH,48.27000046
4535,R1_Cl,R2_BF3K,dppf,NaOH,MeOH,24.68000031
4536,R1_Cl,R2_BF3K,Xantphos,NaOH,MeOH,21.68000031
4537,R1_Cl,R2_BF3K,Tol,KOH,MeOH,23.55999947
4538,R1_Cl,R2_BF3K,P(tBu)3,KOH,MeOH,22.10000038
4539,R1_Cl,R2_BF3K,P(Cy)3,KOH,MeOH,21.95000076
4540,R1_Cl,R2_BF3K,AmPhos,KOH,MeOH,18.30999947
4541,R1_Cl,R2_BF3K,PPh3,KOH,MeOH,18.12000084
4542,R1_Cl,R2_BF3K,P(o-Tol)3,KOH,MeOH,17.60000038
4543,R1_Cl,R2_BF3K,cataCXium A,KOH,MeOH,22
4544,R1_Cl,R2_BF3K,SPhos,KOH,MeOH,41.18999863
4545,R1_Cl,R2_BF3K,dtbpf,KOH,MeOH,22.47999954
4546,R1_Cl,R2_BF3K,XPhos,KOH,MeOH,47.00999832
4547,R1_Cl,R2_BF3K,dppf,KOH,MeOH,24.70999908
4548,R1_Cl,R2_BF3K,Xantphos,KOH,MeOH,18.76000023
4549,R1_Cl,R2_BF3K,Tol,LiOtBu,MeOH,22.30999947
4550,R1_Cl,R2_BF3K,P(tBu)3,LiOtBu,MeOH,21.35000038
4551,R1_Cl,R2_BF3K,P(Cy)3,LiOtBu,MeOH,17.62999916
4552,R1_Cl,R2_BF3K,AmPhos,LiOtBu,MeOH,15.26000023
4553,R1_Cl,R2_BF3K,PPh3,LiOtBu,MeOH,16.97999954
4554,R1_Cl,R2_BF3K,P(o-Tol)3,LiOtBu,MeOH,15.15999985
4555,R1_Cl,R2_BF3K,cataCXium A,LiOtBu,MeOH,26.23999977
4556,R1_Cl,R2_BF3K,SPhos,LiOtBu,MeOH,41.97000122
4557,R1_Cl,R2_BF3K,dtbpf,LiOtBu,MeOH,25
4558,R1_Cl,R2_BF3K,XPhos,LiOtBu,MeOH,59.08000183
4559,R1_Cl,R2_BF3K,dppf,LiOtBu,MeOH,39.34000015
4560,R1_Cl,R2_BF3K,Xantphos,LiOtBu,MeOH,17.43000031
4561,R1_Cl,R2_BF3K,Tol,NaHCO3,MeOH,21.05999947
4562,R1_Cl,R2_BF3K,P(tBu)3,NaHCO3,MeOH,23.22999954
4563,R1_Cl,R2_BF3K,P(Cy)3,NaHCO3,MeOH,21.29999924
4564,R1_Cl,R2_BF3K,AmPhos,NaHCO3,MeOH,14.77999973
4565,R1_Cl,R2_BF3K,PPh3,NaHCO3,MeOH,19.10000038
4566,R1_Cl,R2_BF3K,P(o-Tol)3,NaHCO3,MeOH,14.97999954
4567,R1_Cl,R2_BF3K,cataCXium A,NaHCO3,MeOH,7.730000019
4568,R1_Cl,R2_BF3K,SPhos,NaHCO3,MeOH,34.84999847
4569,R1_Cl,R2_BF3K,dtbpf,NaHCO3,MeOH,22.87999916
4570,R1_Cl,R2_BF3K,XPhos,NaHCO3,MeOH,38.13999939
4571,R1_Cl,R2_BF3K,dppf,NaHCO3,MeOH,22.54999924
4572,R1_Cl,R2_BF3K,Xantphos,NaHCO3,MeOH,19.04000092
4573,R1_Cl,R2_BF3K,Tol,Et3N,MeOH,22.88999939
4574,R1_Cl,R2_BF3K,P(tBu)3,Et3N,MeOH,18.96999931
4575,R1_Cl,R2_BF3K,P(Cy)3,Et3N,MeOH,38.79000092
4576,R1_Cl,R2_BF3K,AmPhos,Et3N,MeOH,16.73999977
4577,R1_Cl,R2_BF3K,PPh3,Et3N,MeOH,17.02000046
4578,R1_Cl,R2_BF3K,P(o-Tol)3,Et3N,MeOH,18.27000046
4579,R1_Cl,R2_BF3K,cataCXium A,Et3N,MeOH,20.15999985
4580,R1_Cl,R2_BF3K,SPhos,Et3N,MeOH,21.05999947
4581,R1_Cl,R2_BF3K,dtbpf,Et3N,MeOH,22.20999908
4582,R1_Cl,R2_BF3K,XPhos,Et3N,MeOH,23.14999962
4583,R1_Cl,R2_BF3K,dppf,Et3N,MeOH,22.27000046
4584,R1_Cl,R2_BF3K,Xantphos,Et3N,MeOH,17.12000084
4585,R1_Cl,R2_BF3K,Tol,CsF,MeOH,22.29999924
4586,R1_Cl,R2_BF3K,P(tBu)3,CsF,MeOH,21.12000084
4587,R1_Cl,R2_BF3K,P(Cy)3,CsF,MeOH,22.30999947
4588,R1_Cl,R2_BF3K,AmPhos,CsF,MeOH,16.35000038
4589,R1_Cl,R2_BF3K,PPh3,CsF,MeOH,19.71999931
4590,R1_Cl,R2_BF3K,P(o-Tol)3,CsF,MeOH,17.77000046
4591,R1_Cl,R2_BF3K,cataCXium A,CsF,MeOH,26.28000069
4592,R1_Cl,R2_BF3K,SPhos,CsF,MeOH,19.93000031
4593,R1_Cl,R2_BF3K,dtbpf,CsF,MeOH,20.95000076
4594,R1_Cl,R2_BF3K,XPhos,CsF,MeOH,29.03000069
4595,R1_Cl,R2_BF3K,dppf,CsF,MeOH,26.5
4596,R1_Cl,R2_BF3K,Xantphos,CsF,MeOH,19.44000053
4597,R1_Cl,R2_BF3K,Tol,K3PO4,MeOH,22.01000023
4598,R1_Cl,R2_BF3K,P(tBu)3,K3PO4,MeOH,19.81999969
4599,R1_Cl,R2_BF3K,P(Cy)3,K3PO4,MeOH,19.28000069
4600,R1_Cl,R2_BF3K,AmPhos,K3PO4,MeOH,18.13999939
4601,R1_Cl,R2_BF3K,PPh3,K3PO4,MeOH,21.38999939
4602,R1_Cl,R2_BF3K,P(o-Tol)3,K3PO4,MeOH,17.82999992
4603,R1_Cl,R2_BF3K,cataCXium A,K3PO4,MeOH,20.88999939
4604,R1_Cl,R2_BF3K,SPhos,K3PO4,MeOH,48.65999985
4605,R1_Cl,R2_BF3K,dtbpf,K3PO4,MeOH,21.37999916
4606,R1_Cl,R2_BF3K,XPhos,K3PO4,MeOH,43.45000076
4607,R1_Cl,R2_BF3K,dppf,K3PO4,MeOH,24.63999939
4608,R1_Cl,R2_BF3K,Xantphos,K3PO4,MeOH,18.51000023
4609,R1_B(OH)2,R2_Br,P(tBu)3,None,MeOH,40.54000092
4610,R1_B(OH)2,R2_Br,P(Cy)3,None,MeOH,54.63000107
4611,R1_B(OH)2,R2_Br,AmPhos,None,MeOH,46.20000076
4612,R1_B(OH)2,R2_Br,PPh3,None,MeOH,48.27000046
4613,R1_B(OH)2,R2_Br,P(o-Tol)3,None,MeOH,71.23000336
4614,R1_B(OH)2,R2_Br,cataCXium A,None,MeOH,68.08999634
4615,R1_B(OH)2,R2_Br,SPhos,None,MeOH,49.79999924
4616,R1_B(OH)2,R2_Br,dtbpf,None,MeOH,45.95000076
4617,R1_B(OH)2,R2_Br,XPhos,None,MeOH,66.51999664
4618,R1_B(OH)2,R2_Br,dppf,None,MeOH,44.06000137
4619,R1_B(OH)2,R2_Br,Xantphos,None,MeOH,29.84000015
4620,R1_B(OH)2,R2_Br,Tol,None,MeOH,54.29000092
4621,R1_B(OH)2,R2_Br,P(tBu)3,NaOH,MeOH,54.50999832
4622,R1_B(OH)2,R2_Br,P(Cy)3,NaOH,MeOH,63.70000076
4623,R1_B(OH)2,R2_Br,AmPhos,NaOH,MeOH,47.31000137
4624,R1_B(OH)2,R2_Br,PPh3,NaOH,MeOH,50.68000031
4625,R1_B(OH)2,R2_Br,P(o-Tol)3,NaOH,MeOH,66.87000275
4626,R1_B(OH)2,R2_Br,cataCXium A,NaOH,MeOH,71.16999817
4627,R1_B(OH)2,R2_Br,SPhos,NaOH,MeOH,48.25
4628,R1_B(OH)2,R2_Br,dtbpf,NaOH,MeOH,47.40000153
4629,R1_B(OH)2,R2_Br,XPhos,NaOH,MeOH,54.86000061
4630,R1_B(OH)2,R2_Br,dppf,NaOH,MeOH,48.88000107
4631,R1_B(OH)2,R2_Br,Xantphos,NaOH,MeOH,27.13999939
4632,R1_B(OH)2,R2_Br,Tol,NaOH,MeOH,51.24000168
4633,R1_B(OH)2,R2_Br,P(tBu)3,KOH,MeOH,45.34999847
4634,R1_B(OH)2,R2_Br,P(Cy)3,KOH,MeOH,71.25
4635,R1_B(OH)2,R2_Br,AmPhos,KOH,MeOH,42.29000092
4636,R1_B(OH)2,R2_Br,PPh3,KOH,MeOH,49.58000183
4637,R1_B(OH)2,R2_Br,P(o-Tol)3,KOH,MeOH,80.86000061
4638,R1_B(OH)2,R2_Br,cataCXium A,KOH,MeOH,79.70999908
4639,R1_B(OH)2,R2_Br,SPhos,KOH,MeOH,65.44000244
4640,R1_B(OH)2,R2_Br,dtbpf,KOH,MeOH,29.71999931
4641,R1_B(OH)2,R2_Br,XPhos,KOH,MeOH,78.04000092
4642,R1_B(OH)2,R2_Br,dppf,KOH,MeOH,35.52000046
4643,R1_B(OH)2,R2_Br,Xantphos,KOH,MeOH,0
4644,R1_B(OH)2,R2_Br,Tol,KOH,MeOH,65.36000061
4645,R1_B(OH)2,R2_Br,P(tBu)3,LiOtBu,MeOH,33.79000092
